age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency,bmi_category,age_group,fitness_score
54,89.7,166.2,32.47,female,general_fitness,beginner,Mixed Training,30,217.1,3,Obese,Middle-aged,69.7
46,66.2,183.6,19.64,male,weight_loss,intermediate,Cardio + HIIT,50,304.5,4,Normal,Middle-aged,121.4
33,45.2,166.9,16.23,female,flexibility,advanced,Yoga + Stretching,71,158.1,6,Underweight,Adult,148.8
51,59.8,159.0,23.65,male,weight_loss,intermediate,Cardio + HIIT,49,262.3,5,Normal,Middle-aged,116.7
17,55.0,164.1,20.42,male,general_fitness,intermediate,Mixed Training,56,300.7,5,Normal,Young,124.1
29,83.2,172.9,27.83,female,general_fitness,beginner,Mixed Training,45,344.9,4,Overweight,Adult,88.5
28,97.0,173.8,32.11,male,endurance,advanced,Running + Cycling,56,685.8,6,Obese,Adult,160.0
44,63.1,189.2,17.63,male,weight_loss,intermediate,Cardio + HIIT,45,264.1,4,Underweight,Middle-aged,114.9
27,124.8,187.5,35.5,male,weight_loss,intermediate,Cardio + HIIT,44,557.4,5,Obese,Adult,121.0
54,45.6,172.8,15.27,male,muscle_gain,advanced,Strength Training,58,194.0,5,Underweight,Middle-aged,147.4
17,110.6,192.3,29.91,male,muscle_gain,intermediate,Strength Training,41,402.4,4,Overweight,Young,119.5
47,98.1,155.7,40.47,male,weight_loss,intermediate,Cardio + HIIT,51,457.8,5,Obese,Middle-aged,124.5
28,76.8,162.8,28.98,male,weight_loss,intermediate,Cardio + HIIT,42,325.8,4,Overweight,Adult,119.6
61,49.3,191.4,13.46,male,endurance,intermediate,Running + Cycling,45,234.3,5,Underweight,Senior,111.9
42,98.3,168.9,34.46,female,muscle_gain,advanced,Strength Training,68,523.6,5,Obese,Middle-aged,166.0
64,77.8,199.1,19.63,male,weight_loss,advanced,Cardio + HIIT,62,400.4,5,Normal,Senior,163.0
56,124.6,173.3,41.49,female,weight_loss,beginner,Cardio + HIIT,45,487.8,4,Obese,Senior,88.5
32,91.1,189.6,25.34,female,general_fitness,beginner,Mixed Training,45,372.0,4,Overweight,Adult,88.5
55,124.9,170.1,43.17,female,muscle_gain,beginner,Strength Training,38,346.1,3,Obese,Senior,85.0
46,63.7,171.2,21.73,female,flexibility,beginner,Yoga + Stretching,27,80.0,4,Normal,Middle-aged,54.5
49,106.7,169.1,37.31,male,muscle_gain,intermediate,Strength Training,55,442.6,5,Obese,Middle-aged,126.5
39,97.5,186.0,28.18,male,weight_loss,advanced,Cardio + HIIT,69,642.5,5,Overweight,Adult,166.0
60,107.8,177.4,34.25,male,muscle_gain,beginner,Strength Training,31,236.7,3,Obese,Senior,72.2
50,63.2,197.2,16.25,female,muscle_gain,intermediate,Strength Training,54,256.0,4,Underweight,Middle-aged,118.6
63,101.5,162.5,38.44,female,flexibility,advanced,Yoga + Stretching,67,283.9,6,Obese,Senior,160.9
21,87.3,155.0,36.34,male,endurance,advanced,Running + Cycling,60,684.2,6,Obese,Young,162.0
34,108.1,169.7,37.54,male,weight_loss,intermediate,Cardio + HIIT,54,572.1,5,Obese,Adult,126.0
45,72.8,180.8,22.27,female,general_fitness,advanced,Mixed Training,71,438.3,5,Normal,Middle-aged,166.0
22,120.7,193.0,32.4,male,muscle_gain,intermediate,Strength Training,43,449.8,5,Obese,Young,120.5
25,52.2,167.3,18.65,male,general_fitness,beginner,Mixed Training,38,186.4,3,Normal,Adult,70.6
56,113.6,182.7,34.03,male,general_fitness,beginner,Mixed Training,39,353.3,3,Obese,Senior,85.5
47,118.2,167.5,42.13,female,weight_loss,beginner,Cardio + HIIT,36,389.4,3,Obese,Middle-aged,84.0
49,114.5,180.9,34.99,male,muscle_gain,beginner,Strength Training,43,371.3,3,Obese,Middle-aged,87.5
43,88.6,194.2,23.49,male,muscle_gain,advanced,Strength Training,64,441.8,5,Normal,Middle-aged,164.0
30,82.3,161.6,31.51,female,endurance,advanced,Running + Cycling,60,617.2,5,Obese,Adult,162.0
45,129.7,170.2,44.77,male,muscle_gain,intermediate,Strength Training,48,479.9,4,Obese,Middle-aged,123.0
52,64.5,199.7,16.17,female,general_fitness,intermediate,Mixed Training,41,215.7,5,Underweight,Middle-aged,108.1
44,91.5,193.4,24.46,male,endurance,beginner,Running + Cycling,28,297.8,3,Normal,Middle-aged,76.8
37,102.0,178.2,32.12,male,weight_loss,intermediate,Cardio + HIIT,48,472.5,5,Obese,Adult,123.0
19,104.6,175.8,33.84,female,weight_loss,advanced,Cardio + HIIT,69,761.4,6,Obese,Young,166.0
35,62.3,164.2,23.11,female,endurance,beginner,Running + Cycling,37,280.9,4,Normal,Adult,79.6
47,100.6,175.9,32.51,male,weight_loss,beginner,Cardio + HIIT,44,405.0,4,Obese,Middle-aged,88.0
51,114.6,192.4,30.96,male,flexibility,intermediate,Yoga + Stretching,47,241.0,5,Obese,Middle-aged,113.6
19,49.3,184.3,14.51,female,muscle_gain,intermediate,Strength Training,58,251.4,4,Underweight,Young,120.1
42,122.5,164.5,45.27,male,muscle_gain,intermediate,Strength Training,58,556.6,5,Obese,Middle-aged,128.0
32,47.5,160.1,18.53,female,weight_loss,intermediate,Cardio + HIIT,55,258.6,5,Normal,Adult,119.4
27,75.3,163.3,28.24,female,endurance,intermediate,Running + Cycling,50,477.7,5,Overweight,Adult,124.0
37,46.3,158.5,18.43,male,weight_loss,beginner,Cardio + HIIT,34,151.9,3,Underweight,Adult,65.2
32,51.6,154.8,21.53,female,flexibility,beginner,Yoga + Stretching,32,81.7,4,Normal,Adult,57.2
25,122.4,171.0,41.86,male,muscle_gain,intermediate,Strength Training,40,418.2,5,Obese,Adult,119.0
16,75.2,155.7,31.02,female,flexibility,advanced,Yoga + Stretching,64,257.5,6,Obese,Young,156.8
37,81.1,158.6,32.24,male,endurance,advanced,Running + Cycling,72,704.4,6,Obese,Adult,166.0
41,63.3,177.4,20.11,female,weight_loss,advanced,Cardio + HIIT,57,341.0,5,Normal,Middle-aged,160.5
33,95.8,158.2,38.28,female,flexibility,intermediate,Yoga + Stretching,50,235.9,5,Obese,Adult,114.6
29,95.6,153.2,40.73,female,weight_loss,intermediate,Cardio + HIIT,57,547.6,4,Obese,Adult,127.5
62,76.6,165.9,27.83,female,muscle_gain,intermediate,Strength Training,42,225.2,4,Overweight,Senior,109.5
44,73.3,161.0,28.28,male,weight_loss,advanced,Cardio + HIIT,62,422.6,6,Overweight,Middle-aged,163.0
27,120.2,175.8,38.89,male,flexibility,beginner,Yoga + Stretching,38,231.8,4,Obese,Adult,75.2
51,77.6,155.1,32.26,female,general_fitness,intermediate,Mixed Training,45,286.5,4,Obese,Middle-aged,117.2
50,86.9,187.6,24.69,female,endurance,intermediate,Running + Cycling,54,527.9,5,Normal,Middle-aged,126.0
27,69.1,195.3,18.12,female,muscle_gain,intermediate,Strength Training,53,309.8,5,Underweight,Adult,123.5
22,111.9,187.2,31.93,female,flexibility,beginner,Yoga + Stretching,31,180.4,4,Obese,Young,66.5
44,78.8,176.6,25.27,male,weight_loss,intermediate,Cardio + HIIT,49,359.1,4,Overweight,Middle-aged,123.5
26,88.7,193.0,23.81,male,general_fitness,advanced,Mixed Training,69,572.2,5,Normal,Adult,166.0
48,66.5,184.7,19.49,male,weight_loss,intermediate,Cardio + HIIT,49,296.5,5,Normal,Middle-aged,120.2
21,129.0,150.5,56.95,female,general_fitness,advanced,Mixed Training,71,800.0,6,Obese,Young,166.0
62,69.8,169.7,24.24,male,endurance,beginner,Running + Cycling,43,315.1,3,Normal,Senior,86.0
30,110.5,192.5,29.82,female,flexibility,advanced,Yoga + Stretching,71,392.3,5,Overweight,Adult,166.0
47,81.3,167.3,29.05,male,endurance,intermediate,Running + Cycling,51,474.2,4,Overweight,Middle-aged,124.5
26,62.5,151.8,27.12,male,muscle_gain,intermediate,Strength Training,54,286.9,4,Overweight,Adult,121.7
38,113.0,187.3,32.21,male,endurance,beginner,Running + Cycling,36,488.2,3,Obese,Adult,84.0
41,73.4,190.1,20.31,male,weight_loss,beginner,Cardio + HIIT,33,228.9,3,Normal,Middle-aged,72.4
49,118.5,158.0,47.47,female,endurance,intermediate,Running + Cycling,44,589.8,4,Obese,Middle-aged,121.0
61,122.8,176.9,39.24,male,endurance,intermediate,Running + Cycling,43,557.7,5,Obese,Senior,120.5
49,118.1,159.6,46.36,male,general_fitness,intermediate,Mixed Training,51,499.7,4,Obese,Middle-aged,124.5
44,48.0,186.0,13.87,male,muscle_gain,beginner,Strength Training,40,148.8,3,Underweight,Middle-aged,67.9
19,111.9,163.6,41.81,female,weight_loss,advanced,Cardio + HIIT,63,743.7,6,Obese,Young,163.5
32,80.0,165.8,29.1,female,muscle_gain,advanced,Strength Training,57,376.2,6,Overweight,Adult,160.5
50,119.3,192.2,32.29,male,endurance,beginner,Running + Cycling,45,604.0,4,Obese,Middle-aged,88.5
28,99.2,173.8,32.84,female,weight_loss,intermediate,Cardio + HIIT,42,420.8,4,Obese,Adult,120.0
56,115.9,183.5,34.42,male,weight_loss,advanced,Cardio + HIIT,72,726.0,5,Obese,Senior,166.0
54,87.5,170.1,30.24,male,flexibility,intermediate,Yoga + Stretching,56,215.6,5,Obese,Middle-aged,115.6
30,90.5,164.9,33.28,female,endurance,beginner,Running + Cycling,34,384.6,4,Obese,Adult,83.0
44,57.3,181.3,17.43,male,muscle_gain,intermediate,Strength Training,41,182.1,5,Underweight,Middle-aged,104.7
44,111.6,157.7,44.87,female,muscle_gain,beginner,Strength Training,35,302.7,3,Obese,Middle-aged,80.8
26,80.6,168.6,28.35,male,endurance,beginner,Running + Cycling,27,277.5,4,Overweight,Adult,74.2
47,87.5,160.5,33.97,female,weight_loss,beginner,Cardio + HIIT,26,208.2,3,Obese,Middle-aged,66.8
17,111.7,184.8,32.71,male,endurance,intermediate,Running + Cycling,48,713.8,4,Obese,Young,123.0
62,95.9,197.2,24.66,female,weight_loss,beginner,Cardio + HIIT,43,346.4,3,Normal,Senior,87.5
29,62.1,199.8,15.56,female,general_fitness,advanced,Mixed Training,56,320.4,5,Underweight,Adult,159.0
35,95.2,172.5,31.99,male,muscle_gain,beginner,Strength Training,43,332.6,4,Obese,Adult,87.5
37,79.6,162.6,30.11,male,muscle_gain,beginner,Strength Training,26,166.4,4,Obese,Adult,62.6
26,84.9,172.1,28.66,male,endurance,intermediate,Running + Cycling,54,584.5,5,Overweight,Adult,126.0
42,47.4,192.4,12.8,female,endurance,beginner,Running + Cycling,45,250.6,3,Underweight,Middle-aged,80.6
18,62.9,160.3,24.48,male,weight_loss,intermediate,Cardio + HIIT,42,280.0,5,Normal,Young,115.0
32,68.9,197.6,17.65,male,flexibility,beginner,Yoga + Stretching,29,98.9,3,Underweight,Adult,57.4
59,105.6,167.1,37.82,female,weight_loss,beginner,Cardio + HIIT,35,316.0,3,Obese,Senior,82.1
43,46.0,199.3,11.58,male,general_fitness,beginner,Mixed Training,31,122.2,3,Underweight,Middle-aged,60.7
44,79.7,191.9,21.64,female,flexibility,intermediate,Yoga + Stretching,45,166.8,5,Normal,Middle-aged,105.2
36,123.5,190.4,34.07,male,muscle_gain,beginner,Strength Training,38,379.4,3,Obese,Adult,85.0
62,54.5,165.9,19.8,male,flexibility,advanced,Yoga + Stretching,55,125.9,5,Normal,Senior,139.1
31,88.9,150.4,39.3,female,muscle_gain,intermediate,Strength Training,56,412.8,5,Obese,Adult,127.0
52,111.9,169.1,39.13,female,weight_loss,intermediate,Cardio + HIIT,56,557.7,5,Obese,Middle-aged,127.0
35,125.1,165.1,45.89,male,general_fitness,intermediate,Mixed Training,53,592.6,5,Obese,Adult,125.5
21,108.5,151.9,47.02,male,endurance,intermediate,Running + Cycling,49,694.5,4,Obese,Young,123.5
34,106.2,175.3,34.56,male,muscle_gain,advanced,Strength Training,62,537.7,5,Obese,Adult,163.0
20,115.3,170.2,39.8,male,muscle_gain,beginner,Strength Training,32,322.8,4,Obese,Young,81.3
18,82.9,181.7,25.11,male,muscle_gain,beginner,Strength Training,38,278.3,3,Overweight,Young,79.8
16,113.5,181.1,34.61,male,general_fitness,beginner,Mixed Training,31,345.1,3,Obese,Young,81.5
53,45.7,156.0,18.78,female,weight_loss,beginner,Cardio + HIIT,30,121.3,4,Normal,Middle-aged,60.1
30,123.6,198.8,31.27,female,muscle_gain,beginner,Strength Training,28,288.4,4,Obese,Adult,75.8
49,82.7,159.3,32.59,male,muscle_gain,intermediate,Strength Training,40,249.5,5,Obese,Middle-aged,111.0
50,92.0,172.3,30.99,male,muscle_gain,intermediate,Strength Training,54,372.6,5,Obese,Middle-aged,126.0
64,66.7,174.4,21.93,male,muscle_gain,advanced,Strength Training,69,318.3,6,Normal,Senior,164.8
40,108.1,190.7,29.73,male,weight_loss,beginner,Cardio + HIIT,25,256.7,4,Overweight,Middle-aged,71.2
39,51.5,155.0,21.44,female,weight_loss,beginner,Cardio + HIIT,44,216.4,4,Normal,Adult,76.6
27,119.2,171.4,40.57,female,weight_loss,advanced,Cardio + HIIT,57,689.6,6,Obese,Adult,160.5
33,115.4,181.4,35.07,female,general_fitness,advanced,Mixed Training,59,614.8,5,Obese,Adult,161.5
30,63.4,160.8,24.52,female,weight_loss,intermediate,Cardio + HIIT,44,279.0,4,Normal,Adult,115.9
59,113.8,181.4,34.58,male,flexibility,intermediate,Yoga + Stretching,43,209.2,4,Obese,Senior,108.4
31,111.8,196.2,29.04,male,flexibility,advanced,Yoga + Stretching,71,394.9,5,Overweight,Adult,166.0
42,98.7,199.9,24.7,female,flexibility,intermediate,Yoga + Stretching,60,278.3,4,Normal,Middle-aged,123.8
23,76.7,151.6,33.37,male,general_fitness,beginner,Mixed Training,44,320.2,3,Obese,Young,87.0
61,68.1,161.8,26.01,female,weight_loss,advanced,Cardio + HIIT,68,391.3,5,Overweight,Senior,166.0
40,64.7,165.5,23.62,female,weight_loss,intermediate,Cardio + HIIT,47,288.9,4,Normal,Middle-aged,118.4
32,72.1,170.0,24.95,female,muscle_gain,beginner,Strength Training,26,154.7,3,Normal,Adult,61.5
44,121.8,162.1,46.35,male,weight_loss,intermediate,Cardio + HIIT,47,532.4,4,Obese,Middle-aged,122.5
23,51.6,160.2,20.11,male,endurance,intermediate,Running + Cycling,40,267.0,4,Normal,Young,112.7
30,115.5,197.7,29.55,female,endurance,advanced,Running + Cycling,58,800.0,6,Overweight,Adult,161.0
42,74.7,195.9,19.46,female,general_fitness,beginner,Mixed Training,43,276.8,3,Normal,Middle-aged,82.2
61,89.3,152.3,38.5,female,weight_loss,advanced,Cardio + HIIT,59,445.2,6,Obese,Senior,161.5
22,112.5,166.9,40.39,female,general_fitness,intermediate,Mixed Training,44,471.9,4,Obese,Young,121.0
18,120.2,170.3,41.45,male,weight_loss,intermediate,Cardio + HIIT,60,764.5,5,Obese,Young,129.0
44,74.3,162.0,28.31,male,muscle_gain,beginner,Strength Training,44,253.4,3,Overweight,Middle-aged,80.3
59,84.3,181.4,25.62,male,muscle_gain,intermediate,Strength Training,58,348.4,5,Overweight,Senior,128.0
39,80.2,182.0,24.21,male,flexibility,advanced,Yoga + Stretching,66,252.8,5,Normal,Adult,157.3
18,46.1,192.5,12.44,female,muscle_gain,beginner,Strength Training,44,179.2,4,Underweight,Young,72.9
35,70.2,187.0,20.07,female,general_fitness,beginner,Mixed Training,25,156.9,3,Normal,Adult,61.2
61,84.0,177.1,26.78,male,general_fitness,intermediate,Mixed Training,46,299.3,5,Overweight,Senior,118.9
30,79.9,182.7,23.94,male,general_fitness,advanced,Mixed Training,71,520.0,5,Normal,Adult,166.0
40,106.4,163.7,39.7,male,weight_loss,beginner,Cardio + HIIT,26,262.8,4,Obese,Middle-aged,72.3
45,77.7,179.7,24.06,female,general_fitness,intermediate,Mixed Training,50,329.4,5,Normal,Middle-aged,123.9
29,86.6,174.5,28.44,male,flexibility,intermediate,Yoga + Stretching,46,200.2,5,Overweight,Adult,109.0
22,81.5,156.7,33.19,male,weight_loss,beginner,Cardio + HIIT,41,347.5,4,Obese,Young,86.5
32,108.0,162.1,41.1,male,weight_loss,intermediate,Cardio + HIIT,42,449.1,5,Obese,Adult,120.0
59,118.4,164.6,43.7,male,weight_loss,beginner,Cardio + HIIT,30,303.7,4,Obese,Senior,78.4
35,90.2,196.2,23.43,female,weight_loss,advanced,Cardio + HIIT,65,571.6,6,Normal,Adult,164.5
51,112.1,161.5,42.98,male,muscle_gain,intermediate,Strength Training,57,476.6,5,Obese,Middle-aged,127.5
24,70.2,164.5,25.94,male,general_fitness,intermediate,Mixed Training,57,377.8,4,Overweight,Young,127.5
53,91.0,168.5,32.05,male,muscle_gain,beginner,Strength Training,34,228.2,3,Obese,Middle-aged,72.8
63,74.3,183.2,22.14,male,muscle_gain,beginner,Strength Training,29,149.9,3,Normal,Senior,62.5
37,80.2,155.9,33.0,female,general_fitness,advanced,Mixed Training,75,532.1,6,Obese,Adult,166.0
17,107.3,197.7,27.45,male,weight_loss,intermediate,Cardio + HIIT,54,617.1,5,Overweight,Young,126.0
39,119.9,193.3,32.09,male,general_fitness,intermediate,Mixed Training,60,629.8,4,Obese,Adult,129.0
23,55.3,178.9,17.28,female,muscle_gain,intermediate,Strength Training,59,281.4,4,Underweight,Young,123.6
26,98.9,183.7,29.31,male,endurance,intermediate,Running + Cycling,43,542.2,5,Overweight,Adult,120.5
28,94.5,150.8,41.56,female,muscle_gain,beginner,Strength Training,45,357.9,4,Obese,Adult,88.5
32,55.1,166.9,19.78,male,endurance,beginner,Running + Cycling,45,306.8,3,Normal,Adult,86.2
23,63.0,189.8,17.49,male,weight_loss,beginner,Cardio + HIIT,25,163.0,4,Underweight,Young,61.8
36,71.4,153.9,30.15,female,flexibility,advanced,Yoga + Stretching,69,238.9,5,Obese,Adult,156.9
33,59.2,164.1,21.98,female,weight_loss,beginner,Cardio + HIIT,41,239.1,4,Normal,Adult,77.4
45,65.7,179.3,20.44,female,general_fitness,beginner,Mixed Training,43,239.5,3,Normal,Middle-aged,78.4
33,67.7,162.8,25.54,male,muscle_gain,advanced,Strength Training,68,377.9,5,Overweight,Adult,166.0
61,73.5,196.7,19.0,male,weight_loss,beginner,Cardio + HIIT,43,267.1,4,Normal,Senior,81.2
62,108.7,156.6,44.32,male,endurance,intermediate,Running + Cycling,57,650.6,4,Obese,Senior,127.5
46,93.6,189.9,25.96,male,weight_loss,beginner,Cardio + HIIT,26,223.9,4,Overweight,Middle-aged,68.4
53,128.8,175.4,41.87,female,flexibility,beginner,Yoga + Stretching,30,171.0,4,Obese,Middle-aged,65.1
47,80.3,187.5,22.84,male,general_fitness,intermediate,Mixed Training,52,350.2,5,Normal,Middle-aged,125.0
26,109.1,165.5,39.83,male,flexibility,beginner,Yoga + Stretching,41,228.1,4,Obese,Adult,76.3
60,119.1,175.7,38.58,female,weight_loss,advanced,Cardio + HIIT,60,607.4,6,Obese,Senior,162.0
40,102.7,192.8,27.63,male,endurance,intermediate,Running + Cycling,60,731.7,4,Overweight,Middle-aged,129.0
48,80.0,173.3,26.64,female,endurance,beginner,Running + Cycling,29,263.9,4,Overweight,Middle-aged,73.9
53,109.1,168.0,38.66,male,flexibility,beginner,Yoga + Stretching,31,149.7,4,Obese,Middle-aged,63.5
56,62.3,176.8,19.93,male,weight_loss,intermediate,Cardio + HIIT,40,216.8,4,Normal,Senior,107.7
23,72.8,185.9,21.07,female,muscle_gain,beginner,Strength Training,37,232.3,4,Normal,Young,74.7
26,91.5,172.2,30.86,male,muscle_gain,beginner,Strength Training,43,334.4,3,Obese,Adult,87.5
37,93.9,196.9,24.22,male,weight_loss,intermediate,Cardio + HIIT,40,362.5,5,Normal,Adult,119.0
39,46.9,164.7,17.29,female,muscle_gain,advanced,Strength Training,67,250.1,5,Underweight,Adult,157.5
56,125.3,173.8,41.48,female,muscle_gain,intermediate,Strength Training,50,454.2,5,Obese,Senior,124.0
32,104.2,187.8,29.54,female,flexibility,intermediate,Yoga + Stretching,46,237.3,5,Overweight,Adult,112.7
27,87.1,184.5,25.59,female,general_fitness,advanced,Mixed Training,74,599.7,6,Overweight,Adult,166.0
61,124.3,193.2,33.3,male,endurance,beginner,Running + Cycling,27,354.5,4,Obese,Senior,79.5
47,82.3,199.8,20.62,female,muscle_gain,advanced,Strength Training,55,345.1,6,Normal,Middle-aged,159.5
30,128.3,171.3,43.72,female,weight_loss,advanced,Cardio + HIIT,62,795.5,5,Obese,Adult,163.0
31,88.5,155.6,36.55,male,general_fitness,beginner,Mixed Training,41,330.9,3,Obese,Adult,86.5
37,54.7,151.5,23.83,female,general_fitness,advanced,Mixed Training,67,324.2,6,Normal,Adult,164.9
43,110.0,186.3,31.69,male,general_fitness,beginner,Mixed Training,38,358.3,3,Obese,Middle-aged,85.0
35,102.7,193.7,27.37,male,flexibility,beginner,Yoga + Stretching,29,145.2,4,Overweight,Adult,62.0
48,110.7,161.0,42.71,female,muscle_gain,advanced,Strength Training,60,503.7,6,Obese,Middle-aged,162.0
25,125.9,157.9,50.5,male,flexibility,intermediate,Yoga + Stretching,45,290.4,5,Obese,Adult,117.5
55,111.0,153.1,47.36,male,muscle_gain,beginner,Strength Training,45,364.2,3,Obese,Senior,88.5
47,97.0,191.1,26.56,male,muscle_gain,beginner,Strength Training,32,236.7,4,Overweight,Middle-aged,72.7
48,117.9,165.6,42.99,female,endurance,advanced,Running + Cycling,67,800.0,5,Obese,Middle-aged,165.5
17,102.2,170.1,35.32,male,weight_loss,advanced,Cardio + HIIT,72,783.7,6,Obese,Young,166.0
48,79.7,175.1,25.99,male,weight_loss,intermediate,Cardio + HIIT,43,311.9,5,Overweight,Middle-aged,118.7
48,120.3,192.0,32.63,female,muscle_gain,advanced,Strength Training,71,647.7,5,Obese,Middle-aged,166.0
56,63.9,182.5,19.19,female,muscle_gain,beginner,Strength Training,29,134.3,4,Normal,Senior,60.9
28,105.7,180.8,32.34,male,general_fitness,beginner,Mixed Training,27,264.2,3,Obese,Adult,72.9
45,119.9,158.8,47.55,female,weight_loss,intermediate,Cardio + HIIT,43,476.9,5,Obese,Middle-aged,120.5
48,107.2,175.7,34.73,female,weight_loss,advanced,Cardio + HIIT,59,575.6,6,Obese,Middle-aged,161.5
28,104.3,185.8,30.21,female,weight_loss,beginner,Cardio + HIIT,38,400.3,4,Obese,Adult,85.0
41,109.0,198.7,27.61,male,weight_loss,beginner,Cardio + HIIT,39,401.7,3,Overweight,Middle-aged,85.5
37,84.5,160.1,32.97,female,weight_loss,advanced,Cardio + HIIT,74,603.4,6,Obese,Adult,166.0
54,119.3,150.5,52.67,male,endurance,advanced,Running + Cycling,71,800.0,5,Obese,Middle-aged,166.0
17,62.3,153.8,26.34,male,muscle_gain,intermediate,Strength Training,45,248.8,5,Overweight,Young,113.4
53,55.8,168.8,19.58,male,flexibility,beginner,Yoga + Stretching,34,84.0,4,Normal,Middle-aged,58.4
54,69.3,191.0,19.0,female,general_fitness,advanced,Mixed Training,70,391.3,5,Normal,Middle-aged,166.0
41,90.2,150.4,39.88,male,endurance,advanced,Running + Cycling,71,756.5,6,Obese,Middle-aged,166.0
